hometeamname,awayteamname,season,winner_binary,home_teamscore,home_assists,home_reboundsdefensive,home_reboundsoffensive,home_reboundstotal,home_steals,home_blocks,home_turnovers,home_foulspersonal,home_fieldgoalsmade,home_fieldgoalsattempted,home_fieldgoalspercentage,home_threepointersmade,home_threepointersattempted,home_threepointerspercentage,home_freethrowsmade,home_freethrowsattempted,home_freethrowspercentage,home_plusminuspoints,away_teamscore,away_assists,away_reboundsdefensive,away_reboundsoffensive,away_reboundstotal,away_steals,away_blocks,away_turnovers,away_foulspersonal,away_fieldgoalsmade,away_fieldgoalsattempted,away_fieldgoalspercentage,away_threepointersmade,away_threepointersattempted,away_threepointerspercentage,away_freethrowsmade,away_freethrowsattempted,away_freethrowspercentage,away_plusminuspoints,home_number_of_picks,home_average_overall_pick,away_number_of_picks,away_average_overall_pick
Pacers,Bucks,2024-2025,1,121.2,30.53,31.53,10.13,41.66,7.36,5.8,12.95,21.44,46.27,92.01,0.5,13.02,35.28,0.37,15.64,20.1,0.78,2.53,117.82,26.23,34.82,9.53,44.34,6.85,4.97,13.01,19.15,42.8,88.6,0.48,13.97,37.9,0.37,18.26,23.59,0.77,2.32,5.0,29.8,1.0,58.0
Nuggets,Clippers,2024-2025,0,113.18,28.85,33.43,10.57,44.0,7.18,5.43,12.76,18.26,43.24,88.2,0.49,11.65,31.67,0.37,15.05,19.59,0.77,4.23,114.0,25.04,32.87,10.21,43.08,7.78,4.99,13.26,18.91,41.74,86.46,0.48,12.37,32.86,0.38,18.15,22.13,0.83,2.76,1.0,40.0,2.0,39.0
Knicks,Pistons,2024-2025,0,112.32,24.06,32.01,12.73,44.74,7.29,4.23,13.04,17.68,40.97,88.46,0.46,13.1,35.49,0.37,17.28,22.32,0.78,3.38,110.3,25.59,33.15,10.55,43.7,6.49,4.74,15.36,20.84,40.99,88.37,0.46,11.14,31.92,0.35,17.19,21.99,0.78,-8.31,,,2.0,18.0
Rockets,Warriors,2024-2025,0,114.13,24.8,34.26,11.48,45.75,8.1,4.59,12.95,20.91,41.6,90.86,0.46,12.56,36.0,0.35,18.37,23.77,0.77,1.95,117.72,29.1,34.85,12.06,46.91,7.08,4.59,14.59,19.59,43.53,91.48,0.48,14.74,38.88,0.38,15.91,20.45,0.77,2.42,2.0,12.0,1.0,19.0
Cavaliers,Heat,2024-2025,1,110.61,27.18,33.2,9.45,42.65,7.37,4.66,13.59,17.95,41.13,86.71,0.47,13.12,36.46,0.36,15.22,19.93,0.76,1.26,109.21,25.49,33.04,9.33,42.37,7.36,3.37,12.96,17.52,39.65,85.67,0.46,12.39,33.9,0.37,17.52,21.39,0.82,0.78,1.0,49.0,1.0,18.0
Celtics,Magic,2024-2025,1,118.27,26.24,35.26,10.62,45.89,6.85,6.25,12.05,16.25,42.98,89.09,0.48,16.08,42.2,0.38,16.23,20.13,0.81,10.72,109.59,24.36,31.98,10.58,42.55,8.24,5.27,14.71,19.9,40.01,85.01,0.47,11.03,31.83,0.35,18.53,24.41,0.76,2.23,1.0,35.0,3.0,17.666666666666668
Thunder,Grizzlies,2024-2025,1,118.62,26.77,33.29,8.88,42.16,8.38,6.41,12.61,18.77,43.91,89.04,0.49,13.21,34.41,0.38,17.6,21.55,0.82,7.09,106.37,24.83,31.94,10.84,42.78,8.24,6.22,15.16,19.16,38.55,88.48,0.44,13.14,38.18,0.34,16.13,21.1,0.76,-6.49,3.0,33.0,3.0,42.0
Lakers,Timberwolves,2024-2025,0,116.97,27.94,34.95,8.2,43.15,7.45,5.64,14.08,16.15,43.27,87.4,0.5,11.68,31.46,0.37,18.74,24.14,0.77,0.13,112.1,26.32,33.93,9.61,43.54,7.75,5.82,14.06,19.26,40.86,84.8,0.48,12.61,32.93,0.38,17.76,22.88,0.77,6.22,2.0,32.0,1.0,53.0
Knicks,Pistons,2024-2025,1,112.32,24.06,32.01,12.73,44.74,7.29,4.23,13.04,17.68,40.97,88.46,0.46,13.1,35.49,0.37,17.28,22.32,0.78,3.38,110.3,25.59,33.15,10.55,43.7,6.49,4.74,15.36,20.84,40.99,88.37,0.46,11.14,31.92,0.35,17.19,21.99,0.78,-8.31,,,2.0,18.0
Nuggets,Clippers,2024-2025,1,113.18,28.85,33.43,10.57,44.0,7.18,5.43,12.76,18.26,43.24,88.2,0.49,11.65,31.67,0.37,15.05,19.59,0.77,4.23,114.0,25.04,32.87,10.21,43.08,7.78,4.99,13.26,18.91,41.74,86.46,0.48,12.37,32.86,0.38,18.15,22.13,0.83,2.76,1.0,40.0,2.0,39.0
Pacers,Bucks,2024-2025,1,121.2,30.53,31.53,10.13,41.66,7.36,5.8,12.95,21.44,46.27,92.01,0.5,13.02,35.28,0.37,15.64,20.1,0.78,2.53,117.82,26.23,34.82,9.53,44.34,6.85,4.97,13.01,19.15,42.8,88.6,0.48,13.97,37.9,0.37,18.26,23.59,0.77,2.32,5.0,29.8,1.0,58.0
Grizzlies,Mavericks,2024-2025,1,106.37,24.83,31.94,10.84,42.78,8.24,6.22,15.16,19.16,38.55,88.48,0.44,13.14,38.18,0.34,16.13,21.1,0.76,-6.49,114.99,24.65,33.14,9.96,43.1,6.8,5.08,12.64,18.41,42.04,88.37,0.48,14.06,38.34,0.36,16.86,22.53,0.75,2.59,3.0,42.0,1.0,10.0
Hawks,Heat,2024-2025,0,117.7,26.58,32.27,12.31,44.58,7.67,4.4,13.93,18.53,42.8,92.1,0.47,13.61,37.69,0.36,18.5,23.25,0.79,-2.1,109.21,25.49,33.04,9.33,42.37,7.36,3.37,12.96,17.52,39.65,85.67,0.46,12.39,33.9,0.37,17.52,21.39,0.82,0.78,2.0,30.5,1.0,18.0
Kings,Mavericks,2024-2025,0,115.96,28.26,33.04,10.84,43.89,7.7,4.27,13.24,20.0,43.07,91.09,0.47,14.35,39.61,0.36,15.47,20.75,0.74,1.52,114.99,24.65,33.14,9.96,43.1,6.8,5.08,12.64,18.41,42.04,88.37,0.48,14.06,38.34,0.36,16.86,22.53,0.75,2.59,3.0,38.666666666666664,1.0,10.0
Bulls,Heat,2024-2025,0,112.04,25.08,32.48,11.35,43.83,7.94,4.79,12.48,18.96,42.06,89.9,0.47,11.51,32.17,0.36,16.43,20.73,0.79,-1.4,109.21,25.49,33.04,9.33,42.37,7.36,3.37,12.96,17.52,39.65,85.67,0.46,12.39,33.9,0.37,17.52,21.39,0.82,0.78,,,1.0,18.0
Warriors,Grizzlies,2024-2025,1,117.72,29.1,34.85,12.06,46.91,7.08,4.59,14.59,19.59,43.53,91.48,0.48,14.74,38.88,0.38,15.91,20.45,0.77,2.42,106.37,24.83,31.94,10.84,42.78,8.24,6.22,15.16,19.16,38.55,88.48,0.44,13.14,38.18,0.34,16.13,21.1,0.76,-6.49,1.0,19.0,3.0,42.0
Magic,Hawks,2024-2025,1,109.59,24.36,31.98,10.58,42.55,8.24,5.27,14.71,19.9,40.01,85.01,0.47,11.03,31.83,0.35,18.53,24.41,0.76,2.23,117.7,26.58,32.27,12.31,44.58,7.67,4.4,13.93,18.53,42.8,92.1,0.47,13.61,37.69,0.36,18.5,23.25,0.79,-2.1,3.0,17.666666666666668,2.0,30.5
Rockets,Nuggets,2024-2025,0,114.13,24.8,34.26,11.48,45.75,8.1,4.59,12.95,20.91,41.6,90.86,0.46,12.56,36.0,0.35,18.37,23.77,0.77,1.95,113.18,28.85,33.43,10.57,44.0,7.18,5.43,12.76,18.26,43.24,88.2,0.49,11.65,31.67,0.37,15.05,19.59,0.77,4.23,2.0,12.0,1.0,40.0
Grizzlies,Mavericks,2024-2025,1,106.37,24.83,31.94,10.84,42.78,8.24,6.22,15.16,19.16,38.55,88.48,0.44,13.14,38.18,0.34,16.13,21.1,0.76,-6.49,114.99,24.65,33.14,9.96,43.1,6.8,5.08,12.64,18.41,42.04,88.37,0.48,14.06,38.34,0.36,16.86,22.53,0.75,2.59,3.0,42.0,1.0,10.0
Timberwolves,Jazz,2024-2025,1,112.1,26.32,33.93,9.61,43.54,7.75,5.82,14.06,19.26,40.86,84.8,0.48,12.61,32.93,0.38,17.76,22.88,0.77,6.22,115.51,27.17,33.34,12.2,45.53,6.6,5.56,15.78,18.57,41.91,89.74,0.47,12.85,36.45,0.35,18.85,22.83,0.83,-4.23,1.0,53.0,3.0,17.666666666666668
Pelicans,Thunder,2024-2025,0,113.11,26.59,33.54,10.54,44.09,8.43,4.64,13.63,18.55,41.92,87.25,0.48,12.14,32.51,0.37,17.12,22.23,0.77,2.82,118.62,26.77,33.29,8.88,42.16,8.38,6.41,12.61,18.77,43.91,89.04,0.49,13.21,34.41,0.38,17.6,21.55,0.82,7.09,1.0,14.0,3.0,33.0
Spurs,Raptors,2024-2025,1,112.2,29.85,33.98,10.34,44.32,7.29,6.41,15.22,17.34,41.89,90.63,0.46,12.67,36.34,0.35,15.76,20.34,0.77,-5.84,112.53,28.49,32.06,10.87,42.93,7.81,4.84,14.26,18.6,42.21,89.47,0.47,11.49,33.08,0.35,16.61,21.99,0.76,-5.39,3.0,26.0,1.0,13.0
Warriors,Clippers,2024-2025,0,117.72,29.1,34.85,12.06,46.91,7.08,4.59,14.59,19.59,43.53,91.48,0.48,14.74,38.88,0.38,15.91,20.45,0.77,2.42,114.0,25.04,32.87,10.21,43.08,7.78,4.99,13.26,18.91,41.74,86.46,0.48,12.37,32.86,0.38,18.15,22.13,0.83,2.76,1.0,19.0,2.0,39.0
Trail Blazers,Lakers,2024-2025,1,106.73,23.16,30.04,12.59,42.62,7.8,4.34,15.35,20.31,39.55,89.82,0.44,11.48,33.38,0.34,16.14,20.51,0.79,-8.87,116.97,27.94,34.95,8.2,43.15,7.45,5.64,14.08,16.15,43.27,87.4,0.5,11.68,31.46,0.37,18.74,24.14,0.77,0.13,3.0,23.0,2.0,32.0
Kings,Suns,2024-2025,1,115.96,28.26,33.04,10.84,43.89,7.7,4.27,13.24,20.0,43.07,91.09,0.47,14.35,39.61,0.36,15.47,20.75,0.74,1.52,115.87,26.73,33.57,10.09,43.66,7.6,5.87,15.07,18.41,42.09,85.78,0.49,12.31,32.27,0.38,19.38,23.97,0.81,2.55,3.0,38.666666666666664,1.0,52.0
Hawks,Magic,2024-2025,1,117.7,26.58,32.27,12.31,44.58,7.67,4.4,13.93,18.53,42.8,92.1,0.47,13.61,37.69,0.36,18.5,23.25,0.79,-2.1,109.59,24.36,31.98,10.58,42.55,8.24,5.27,14.71,19.9,40.01,85.01,0.47,11.03,31.83,0.35,18.53,24.41,0.76,2.23,2.0,30.5,3.0,17.666666666666668
Celtics,Hornets,2024-2025,1,118.27,26.24,35.26,10.62,45.89,6.85,6.25,12.05,16.25,42.98,89.09,0.48,16.08,42.2,0.38,16.23,20.13,0.81,10.72,106.48,24.69,31.4,9.45,40.85,6.97,4.6,14.01,18.0,39.94,87.16,0.46,11.87,33.98,0.35,14.72,18.8,0.79,-10.05,1.0,35.0,5.0,28.6
Nets,Knicks,2024-2025,0,110.61,25.62,32.74,11.34,44.08,6.81,5.22,13.4,18.48,40.6,88.94,0.46,13.36,36.68,0.36,16.05,21.16,0.76,-2.18,112.32,24.06,32.01,12.73,44.74,7.29,4.23,13.04,17.68,40.97,88.46,0.46,13.1,35.49,0.37,17.28,22.32,0.78,3.38,3.0,31.333333333333332,,
Cavaliers,Pacers,2024-2025,0,110.61,27.18,33.2,9.45,42.65,7.37,4.66,13.59,17.95,41.13,86.71,0.47,13.12,36.46,0.36,15.22,19.93,0.76,1.26,121.2,30.53,31.53,10.13,41.66,7.36,5.8,12.95,21.44,46.27,92.01,0.5,13.02,35.28,0.37,15.64,20.1,0.78,2.53,1.0,49.0,5.0,29.8
Heat,Wizards,2024-2025,0,109.21,25.49,33.04,9.33,42.37,7.36,3.37,12.96,17.52,39.65,85.67,0.46,12.39,33.9,0.37,17.52,21.39,0.82,0.78,113.58,27.75,32.02,9.21,41.24,7.72,5.12,13.95,19.98,42.79,91.45,0.47,12.39,35.72,0.35,15.61,20.34,0.77,-9.02,1.0,18.0,3.0,35.666666666666664
76ers,Bulls,2024-2025,0,114.03,24.81,31.77,11.12,42.89,8.4,5.98,12.14,20.48,41.16,89.14,0.46,12.35,33.85,0.36,19.35,23.46,0.82,2.72,112.04,25.08,32.48,11.35,43.83,7.94,4.79,12.48,18.96,42.06,89.9,0.47,11.51,32.17,0.36,16.43,20.73,0.79,-1.4,,,,
Bucks,Pistons,2024-2025,1,117.82,26.23,34.82,9.53,44.34,6.85,4.97,13.01,19.15,42.8,88.6,0.48,13.97,37.9,0.37,18.26,23.59,0.77,2.32,110.3,25.59,33.15,10.55,43.7,6.49,4.74,15.36,20.84,40.99,88.37,0.46,11.14,31.92,0.35,17.19,21.99,0.78,-8.31,1.0,58.0,2.0,18.0
Lakers,Rockets,2024-2025,1,116.97,27.94,34.95,8.2,43.15,7.45,5.64,14.08,16.15,43.27,87.4,0.5,11.68,31.46,0.37,18.74,24.14,0.77,0.13,114.13,24.8,34.26,11.48,45.75,8.1,4.59,12.95,20.91,41.6,90.86,0.46,12.56,36.0,0.35,18.37,23.77,0.77,1.95,2.0,32.0,2.0,12.0
Suns,Spurs,2024-2025,1,115.87,26.73,33.57,10.09,43.66,7.6,5.87,15.07,18.41,42.09,85.78,0.49,12.31,32.27,0.38,19.38,23.97,0.81,2.55,112.2,29.85,33.98,10.34,44.32,7.29,6.41,15.22,17.34,41.89,90.63,0.46,12.67,36.34,0.35,15.76,20.34,0.77,-5.84,1.0,52.0,3.0,26.0
Trail Blazers,Warriors,2024-2025,0,106.73,23.16,30.04,12.59,42.62,7.8,4.34,15.35,20.31,39.55,89.82,0.44,11.48,33.38,0.34,16.14,20.51,0.79,-8.87,117.72,29.1,34.85,12.06,46.91,7.08,4.59,14.59,19.59,43.53,91.48,0.48,14.74,38.88,0.38,15.91,20.45,0.77,2.42,3.0,23.0,1.0,19.0
Kings,Clippers,2024-2025,0,115.96,28.26,33.04,10.84,43.89,7.7,4.27,13.24,20.0,43.07,91.09,0.47,14.35,39.61,0.36,15.47,20.75,0.74,1.52,114.0,25.04,32.87,10.21,43.08,7.78,4.99,13.26,18.91,41.74,86.46,0.48,12.37,32.86,0.38,18.15,22.13,0.83,2.76,3.0,38.666666666666664,2.0,39.0
Jazz,Thunder,2024-2025,0,115.51,27.17,33.34,12.2,45.53,6.6,5.56,15.78,18.57,41.91,89.74,0.47,12.85,36.45,0.35,18.85,22.83,0.83,-4.23,118.62,26.77,33.29,8.88,42.16,8.38,6.41,12.61,18.77,43.91,89.04,0.49,13.21,34.41,0.38,17.6,21.55,0.82,7.09,3.0,17.666666666666668,3.0,33.0
Timberwolves,Nets,2024-2025,1,112.1,26.32,33.93,9.61,43.54,7.75,5.82,14.06,19.26,40.86,84.8,0.48,12.61,32.93,0.38,17.76,22.88,0.77,6.22,110.61,25.62,32.74,11.34,44.08,6.81,5.22,13.4,18.48,40.6,88.94,0.46,13.36,36.68,0.36,16.05,21.16,0.76,-2.18,1.0,53.0,3.0,31.333333333333332
Nuggets,Grizzlies,2024-2025,1,113.18,28.85,33.43,10.57,44.0,7.18,5.43,12.76,18.26,43.24,88.2,0.49,11.65,31.67,0.37,15.05,19.59,0.77,4.23,106.37,24.83,31.94,10.84,42.78,8.24,6.22,15.16,19.16,38.55,88.48,0.44,13.14,38.18,0.34,16.13,21.1,0.76,-6.49,1.0,40.0,3.0,42.0
Mavericks,Raptors,2024-2025,1,114.99,24.65,33.14,9.96,43.1,6.8,5.08,12.64,18.41,42.04,88.37,0.48,14.06,38.34,0.36,16.86,22.53,0.75,2.59,112.53,28.49,32.06,10.87,42.93,7.81,4.84,14.26,18.6,42.21,89.47,0.47,11.49,33.08,0.35,16.61,21.99,0.76,-5.39,1.0,10.0,1.0,13.0
Bulls,Wizards,2024-2025,1,112.04,25.08,32.48,11.35,43.83,7.94,4.79,12.48,18.96,42.06,89.9,0.47,11.51,32.17,0.36,16.43,20.73,0.79,-1.4,113.58,27.75,32.02,9.21,41.24,7.72,5.12,13.95,19.98,42.79,91.45,0.47,12.39,35.72,0.35,15.61,20.34,0.77,-9.02,,,3.0,35.666666666666664
Pelicans,Heat,2024-2025,0,113.11,26.59,33.54,10.54,44.09,8.43,4.64,13.63,18.55,41.92,87.25,0.48,12.14,32.51,0.37,17.12,22.23,0.77,2.82,109.21,25.49,33.04,9.33,42.37,7.36,3.37,12.96,17.52,39.65,85.67,0.46,12.39,33.9,0.37,17.52,21.39,0.82,0.78,1.0,14.0,1.0,18.0
Celtics,Hornets,2024-2025,1,118.27,26.24,35.26,10.62,45.89,6.85,6.25,12.05,16.25,42.98,89.09,0.48,16.08,42.2,0.38,16.23,20.13,0.81,10.72,106.48,24.69,31.4,9.45,40.85,6.97,4.6,14.01,18.0,39.94,87.16,0.46,11.87,33.98,0.35,14.72,18.8,0.79,-10.05,1.0,35.0,5.0,28.6
Knicks,Cavaliers,2024-2025,0,112.32,24.06,32.01,12.73,44.74,7.29,4.23,13.04,17.68,40.97,88.46,0.46,13.1,35.49,0.37,17.28,22.32,0.78,3.38,110.61,27.18,33.2,9.45,42.65,7.37,4.66,13.59,17.95,41.13,86.71,0.47,13.12,36.46,0.36,15.22,19.93,0.76,1.26,,,1.0,49.0
Pistons,Bucks,2024-2025,0,110.3,25.59,33.15,10.55,43.7,6.49,4.74,15.36,20.84,40.99,88.37,0.46,11.14,31.92,0.35,17.19,21.99,0.78,-8.31,117.82,26.23,34.82,9.53,44.34,6.85,4.97,13.01,19.15,42.8,88.6,0.48,13.97,37.9,0.37,18.26,23.59,0.77,2.32,2.0,18.0,1.0,58.0
Pacers,Magic,2024-2025,0,121.2,30.53,31.53,10.13,41.66,7.36,5.8,12.95,21.44,46.27,92.01,0.5,13.02,35.28,0.37,15.64,20.1,0.78,2.53,109.59,24.36,31.98,10.58,42.55,8.24,5.27,14.71,19.9,40.01,85.01,0.47,11.03,31.83,0.35,18.53,24.41,0.76,2.23,5.0,29.8,3.0,17.666666666666668
76ers,Hawks,2024-2025,0,114.03,24.81,31.77,11.12,42.89,8.4,5.98,12.14,20.48,41.16,89.14,0.46,12.35,33.85,0.36,19.35,23.46,0.82,2.72,117.7,26.58,32.27,12.31,44.58,7.67,4.4,13.93,18.53,42.8,92.1,0.47,13.61,37.69,0.36,18.5,23.25,0.79,-2.1,,,2.0,30.5
Grizzlies,Timberwolves,2024-2025,0,106.37,24.83,31.94,10.84,42.78,8.24,6.22,15.16,19.16,38.55,88.48,0.44,13.14,38.18,0.34,16.13,21.1,0.76,-6.49,112.1,26.32,33.93,9.61,43.54,7.75,5.82,14.06,19.26,40.86,84.8,0.48,12.61,32.93,0.38,17.76,22.88,0.77,6.22,3.0,42.0,1.0,53.0
Bucks,Pelicans,2024-2025,1,117.82,26.23,34.82,9.53,44.34,6.85,4.97,13.01,19.15,42.8,88.6,0.48,13.97,37.9,0.37,18.26,23.59,0.77,2.32,113.11,26.59,33.54,10.54,44.09,8.43,4.64,13.63,18.55,41.92,87.25,0.48,12.14,32.51,0.37,17.12,22.23,0.77,2.82,1.0,58.0,1.0,14.0
Nets,Hawks,2024-2025,0,110.61,25.62,32.74,11.34,44.08,6.81,5.22,13.4,18.48,40.6,88.94,0.46,13.36,36.68,0.36,16.05,21.16,0.76,-2.18,117.7,26.58,32.27,12.31,44.58,7.67,4.4,13.93,18.53,42.8,92.1,0.47,13.61,37.69,0.36,18.5,23.25,0.79,-2.1,3.0,31.333333333333332,2.0,30.5
Pistons,Knicks,2024-2025,1,110.3,25.59,33.15,10.55,43.7,6.49,4.74,15.36,20.84,40.99,88.37,0.46,11.14,31.92,0.35,17.19,21.99,0.78,-8.31,112.32,24.06,32.01,12.73,44.74,7.29,4.23,13.04,17.68,40.97,88.46,0.46,13.1,35.49,0.37,17.28,22.32,0.78,3.38,2.0,18.0,,
Pacers,Cavaliers,2024-2025,1,121.2,30.53,31.53,10.13,41.66,7.36,5.8,12.95,21.44,46.27,92.01,0.5,13.02,35.28,0.37,15.64,20.1,0.78,2.53,110.61,27.18,33.2,9.45,42.65,7.37,4.66,13.59,17.95,41.13,86.71,0.47,13.12,36.46,0.36,15.22,19.93,0.76,1.26,5.0,29.8,1.0,49.0
Clippers,Rockets,2024-2025,1,114.0,25.04,32.87,10.21,43.08,7.78,4.99,13.26,18.91,41.74,86.46,0.48,12.37,32.86,0.38,18.15,22.13,0.83,2.76,114.13,24.8,34.26,11.48,45.75,8.1,4.59,12.95,20.91,41.6,90.86,0.46,12.56,36.0,0.35,18.37,23.77,0.77,1.95,2.0,39.0,2.0,12.0
Warriors,Spurs,2024-2025,0,117.72,29.1,34.85,12.06,46.91,7.08,4.59,14.59,19.59,43.53,91.48,0.48,14.74,38.88,0.38,15.91,20.45,0.77,2.42,112.2,29.85,33.98,10.34,44.32,7.29,6.41,15.22,17.34,41.89,90.63,0.46,12.67,36.34,0.35,15.76,20.34,0.77,-5.84,1.0,19.0,3.0,26.0
Suns,Thunder,2024-2025,0,115.87,26.73,33.57,10.09,43.66,7.6,5.87,15.07,18.41,42.09,85.78,0.49,12.31,32.27,0.38,19.38,23.97,0.81,2.55,118.62,26.77,33.29,8.88,42.16,8.38,6.41,12.61,18.77,43.91,89.04,0.49,13.21,34.41,0.38,17.6,21.55,0.82,7.09,1.0,52.0,3.0,33.0
Kings,Nuggets,2024-2025,0,115.96,28.26,33.04,10.84,43.89,7.7,4.27,13.24,20.0,43.07,91.09,0.47,14.35,39.61,0.36,15.47,20.75,0.74,1.52,113.18,28.85,33.43,10.57,44.0,7.18,5.43,12.76,18.26,43.24,88.2,0.49,11.65,31.67,0.37,15.05,19.59,0.77,4.23,3.0,38.666666666666664,1.0,40.0
Jazz,Trail Blazers,2024-2025,1,115.51,27.17,33.34,12.2,45.53,6.6,5.56,15.78,18.57,41.91,89.74,0.47,12.85,36.45,0.35,18.85,22.83,0.83,-4.23,106.73,23.16,30.04,12.59,42.62,7.8,4.34,15.35,20.31,39.55,89.82,0.44,11.48,33.38,0.34,16.14,20.51,0.79,-8.87,3.0,17.666666666666668,3.0,23.0
Bulls,Heat,2024-2025,1,112.04,25.08,32.48,11.35,43.83,7.94,4.79,12.48,18.96,42.06,89.9,0.47,11.51,32.17,0.36,16.43,20.73,0.79,-1.4,109.21,25.49,33.04,9.33,42.37,7.36,3.37,12.96,17.52,39.65,85.67,0.46,12.39,33.9,0.37,17.52,21.39,0.82,0.78,,,1.0,18.0
Raptors,Hornets,2024-2025,1,112.53,28.49,32.06,10.87,42.93,7.81,4.84,14.26,18.6,42.21,89.47,0.47,11.49,33.08,0.35,16.61,21.99,0.76,-5.39,106.48,24.69,31.4,9.45,40.85,6.97,4.6,14.01,18.0,39.94,87.16,0.46,11.87,33.98,0.35,14.72,18.8,0.79,-10.05,1.0,13.0,5.0,28.6
Mavericks,Lakers,2024-2025,0,114.99,24.65,33.14,9.96,43.1,6.8,5.08,12.64,18.41,42.04,88.37,0.48,14.06,38.34,0.36,16.86,22.53,0.75,2.59,116.97,27.94,34.95,8.2,43.15,7.45,5.64,14.08,16.15,43.27,87.4,0.5,11.68,31.46,0.37,18.74,24.14,0.77,0.13,1.0,10.0,2.0,32.0
Magic,Celtics,2024-2025,1,109.59,24.36,31.98,10.58,42.55,8.24,5.27,14.71,19.9,40.01,85.01,0.47,11.03,31.83,0.35,18.53,24.41,0.76,2.23,118.27,26.24,35.26,10.62,45.89,6.85,6.25,12.05,16.25,42.98,89.09,0.48,16.08,42.2,0.38,16.23,20.13,0.81,10.72,3.0,17.666666666666668,1.0,35.0
Wizards,76ers,2024-2025,0,113.58,27.75,32.02,9.21,41.24,7.72,5.12,13.95,19.98,42.79,91.45,0.47,12.39,35.72,0.35,15.61,20.34,0.77,-9.02,114.03,24.81,31.77,11.12,42.89,8.4,5.98,12.14,20.48,41.16,89.14,0.46,12.35,33.85,0.36,19.35,23.46,0.82,2.72,3.0,35.666666666666664,,
Clippers,Spurs,2024-2025,1,114.0,25.04,32.87,10.21,43.08,7.78,4.99,13.26,18.91,41.74,86.46,0.48,12.37,32.86,0.38,18.15,22.13,0.83,2.76,112.2,29.85,33.98,10.34,44.32,7.29,6.41,15.22,17.34,41.89,90.63,0.46,12.67,36.34,0.35,15.76,20.34,0.77,-5.84,2.0,39.0,3.0,26.0
Suns,Warriors,2024-2025,0,115.87,26.73,33.57,10.09,43.66,7.6,5.87,15.07,18.41,42.09,85.78,0.49,12.31,32.27,0.38,19.38,23.97,0.81,2.55,117.72,29.1,34.85,12.06,46.91,7.08,4.59,14.59,19.59,43.53,91.48,0.48,14.74,38.88,0.38,15.91,20.45,0.77,2.42,1.0,52.0,1.0,19.0
Bucks,Timberwolves,2024-2025,1,117.82,26.23,34.82,9.53,44.34,6.85,4.97,13.01,19.15,42.8,88.6,0.48,13.97,37.9,0.37,18.26,23.59,0.77,2.32,112.1,26.32,33.93,9.61,43.54,7.75,5.82,14.06,19.26,40.86,84.8,0.48,12.61,32.93,0.38,17.76,22.88,0.77,6.22,1.0,58.0,1.0,53.0
Thunder,Lakers,2024-2025,1,118.62,26.77,33.29,8.88,42.16,8.38,6.41,12.61,18.77,43.91,89.04,0.49,13.21,34.41,0.38,17.6,21.55,0.82,7.09,116.97,27.94,34.95,8.2,43.15,7.45,5.64,14.08,16.15,43.27,87.4,0.5,11.68,31.46,0.37,18.74,24.14,0.77,0.13,3.0,33.0,2.0,32.0
Nets,Pelicans,2024-2025,1,110.61,25.62,32.74,11.34,44.08,6.81,5.22,13.4,18.48,40.6,88.94,0.46,13.36,36.68,0.36,16.05,21.16,0.76,-2.18,113.11,26.59,33.54,10.54,44.09,8.43,4.64,13.63,18.55,41.92,87.25,0.48,12.14,32.51,0.37,17.12,22.23,0.77,2.82,3.0,31.333333333333332,1.0,14.0
Knicks,Celtics,2024-2025,0,112.32,24.06,32.01,12.73,44.74,7.29,4.23,13.04,17.68,40.97,88.46,0.46,13.1,35.49,0.37,17.28,22.32,0.78,3.38,118.27,26.24,35.26,10.62,45.89,6.85,6.25,12.05,16.25,42.98,89.09,0.48,16.08,42.2,0.38,16.23,20.13,0.81,10.72,,,1.0,35.0
Hornets,Grizzlies,2024-2025,0,106.48,24.69,31.4,9.45,40.85,6.97,4.6,14.01,18.0,39.94,87.16,0.46,11.87,33.98,0.35,14.72,18.8,0.79,-10.05,106.37,24.83,31.94,10.84,42.78,8.24,6.22,15.16,19.16,38.55,88.48,0.44,13.14,38.18,0.34,16.13,21.1,0.76,-6.49,5.0,28.6,3.0,42.0
Cavaliers,Bulls,2024-2025,1,110.61,27.18,33.2,9.45,42.65,7.37,4.66,13.59,17.95,41.13,86.71,0.47,13.12,36.46,0.36,15.22,19.93,0.76,1.26,112.04,25.08,32.48,11.35,43.83,7.94,4.79,12.48,18.96,42.06,89.9,0.47,11.51,32.17,0.36,16.43,20.73,0.79,-1.4,1.0,49.0,,
Pacers,Wizards,2024-2025,1,121.2,30.53,31.53,10.13,41.66,7.36,5.8,12.95,21.44,46.27,92.01,0.5,13.02,35.28,0.37,15.64,20.1,0.78,2.53,113.58,27.75,32.02,9.21,41.24,7.72,5.12,13.95,19.98,42.79,91.45,0.47,12.39,35.72,0.35,15.61,20.34,0.77,-9.02,5.0,29.8,3.0,35.666666666666664
Magic,Hawks,2024-2025,1,109.59,24.36,31.98,10.58,42.55,8.24,5.27,14.71,19.9,40.01,85.01,0.47,11.03,31.83,0.35,18.53,24.41,0.76,2.23,117.7,26.58,32.27,12.31,44.58,7.67,4.4,13.93,18.53,42.8,92.1,0.47,13.61,37.69,0.36,18.5,23.25,0.79,-2.1,3.0,17.666666666666668,2.0,30.5
